Stu dent,Term,Year,Level,Status,YearTerm,IsFemale,Ethnicity,Age,GPA-HS,GPA-TF,Major,Minor/Major2,Cred-Tot,Cred-Cum,GPA-PRE,GPA-Term,GPA-POST
311736,Spring,2012,Sophomore,Transfer,Spring,1,Asian,19,,2.92,MATH,,14,0,0,4,4
311736,Fall,2013,Sophomore,C. UG,Spring,1,Asian,20,,2.92,MATH,,17,14,4,3.786,3.893
311736,Spring,2013,Junior,C. UG,Spring,1,Asian,20,,2.92,MATH,,16,34,3.903,3.231,3.705
311736,Fall,2014,Junior,C. UG,Spring,1,Asian,21,,2.92,MATH,,16,47,3.705,3.308,3.614
311743,Fall,2013,Freshman,Fresh,Fall,0,N/A,17,3.58,,BIOS,,12,0,0,2.333,2.333
311743,Spring,2013,Freshman,C. UG,Fall,0,Blk/AA,18,3.58,,BIOS,,16,12,2.333,2.188,2.25
311755,Fall,2013,Junior,C. UG,Spring,1,Asian,23,,2.26,IS,,11,0,0,0,0
311755,Spring,2013,Junior,C. UG,Spring,1,Asian,23,,2.26,IS,,12,0,0,0,0
311755,Spring,2014,Junior,C. UG,Spring,1,Asian,24,,2.26,BIOS,,11,0,0,0,0
311755,Fall,2015,Junior,C. UG,Spring,1,Asian,25,,2.26,BIOS,,9,0,0,0,0
311762,Fall,2013,Freshman,Fresh,Fall,0,White,18,4.2,,COEIT,STEM Plan,STEM Plan,14,0,0,3.5
311762,Spring,2013,Freshman,C. UG,Fall,0,White,18,4.2,,COEIT,STEM Plan,STEM Plan,15,14,3.5,1.933
311762,Fall,2014,Sophomore,C. UG,Fall,0,White,19,4.2,,COEIT,STEM Plan,STEM Plan,12,29,2.69,3.75
311762,Spring,2014,Sophomore,C. UG,Fall,0,White,19,4.2,,COEIT,STEM Plan,STEM Plan,13,41,3,3.813
311763,Fall,2013,Freshman,Fresh,Fall,1,N/A,20,3.47,,IS,,14,0,0,0.5,0.5
311766,Fall,2013,Freshman,Fresh,Fall,1,White,18,4.07,,MATH,,14,0,0,4,4
311766,Spring,2013,Sophomore,C. UG,Fall,1,White,18,4.07,,MATH,,13,14,4,4,4
311771,Spring,2013,Freshman,Fresh,Spring,1,Blk/AA,18,4.03,,MECH,,14,0,0,3.786,3.786
311771,Fall,2014,Sophomore,C. UG,Spring,1,Blk/AA,19,4.03,,MECH,,15,20,3.65,3,3.382
311771,Spring,2014,Sophomore,C. UG,Spring,1,Blk/AA,19,4.03,,CMBE,,16,35,2.95,3.125,3
311771,Fall,2015,Junior,C. UG,Spring,1,Blk/AA,20,4.03,,CMBE,,12,57,3.048,0,3.048
311848,Fall,2013,Junior,Transfer,Fall,0,Asian,19,,2.56,CSEE,,14,0,0,1,1
311848,Spring,2013,Junior,C. UG,Fall,0,Asian,20,,2.56,CSEE,,16,10,1,2.75,2.313
311848,Fall,2014,Junior,C. UG,Fall,0,Asian,20,,2.56,CSEE,,12,16,2.313,1.5,1.964
311848,Spring,2014,Senior,C. UG,Fall,0,Asian,21,,2.56,CSEE,,16,25,1.964,1.692,1.878
311857,Fall,2013,Sophomore,Transfer,Fall,0,White,23,,3.6,MECH,,4,0,0,2,2
311857,Spring,2013,Junior,C. UG,Fall,0,White,24,,3.6,MECH,,3,4,2,0,2
311857,Fall,2014,Junior,C. UG,Fall,0,White,24,,3.6,MECH,,13,7,2.429,2.769,2.65
311857,Spring,2014,Junior,C. UG,Fall,0,White,25,,3.6,MECH,,16,20,2.65,3.375,2.972
311857,Fall,2015,Senior,C. UG,Fall,0,White,25,,3.6,MECH,,14.5,39,2.974,0,2.974
311858,Fall,2013,Freshman,Fresh,Fall,0,White,18,3.06,,CSEE,,15,0,0,2.333,2.333
311858,Spring,2013,Freshman,C. UG,Fall,0,White,18,3.06,,CSEE,,16.5,12,2.333,0.545,1.478
311858,Fall,2014,Freshman,C. UG,Fall,0,White,19,3.06,,CSEE,,12,16.5,1.478,1,1.344
311859,Spring,2013,Sophomore,C. UG,Fall,0,Asian,21,,3.36,MATH,,18.5,13,2.25,2.692,2.448
311859,Fall,2014,Junior,C. UG,Fall,0,Asian,22,,3.36,MATH,,19,27.5,2.448,1.211,1.958
311862,Spring,2012,Junior,Transfer,Spring,0,N/A,21,,3.12,CSEE,,6,0,0,3.5,3.5
311862,Spring,2013,Junior,C. UG,Spring,0,N/A,22,,3.12,CSEE,,12,6,3.5,3,3.167
311862,Fall,2014,Junior,C. UG,Spring,0,N/A,22,,3.12,CSEE,,12,21,3.286,3,3.182
311924,Fall,2013,Freshman,Fresh,Fall,1,Blk/AA,17,4,,BIOS,,14,0,0,3.571,3.571
311924,Spring,2013,Freshman,C. UG,Fall,1,Blk/AA,17,4,,BIOS,,18,14,3.571,3.778,3.688
311924,Fall,2014,Sophomore,C. UG,Fall,1,Blk/AA,18,4,,BIOS,,17,38,3.658,4,3.764
311924,Spring,2014,Sophomore,C. UG,Fall,1,Blk/AA,18,4,,BIOS,,16,55,3.764,4,3.817
311924,Fall,2015,Junior,C. UG,Fall,1,Blk/AA,19,4,,BIOS,,17,71,3.817,0,3.817
311937,Fall,2013,Junior,Transfer,Fall,0,Blk/AA,26,,2.73,MECH,,16,6,2,2.333,2.2
311937,Spring,2013,Junior,C. UG,Fall,0,Blk/AA,26,,2.73,MECH,,16,22,2.579,2.813,2.686
311937,Fall,2014,Senior,C. UG,Fall,0,Blk/AA,27,,2.73,MECH,,12,41,2.73,3.25,2.849
311937,Spring,2014,Senior,C. UG,Fall,0,Blk/AA,27,,2.73,MECH,,14.5,53,2.849,2.769,2.833
311938,Fall,2013,Freshman,Fresh,Fall,0,Asian,19,3.51,,IS,,14,0,0,2.5,2.5
311938,Spring,2013,Freshman,C. UG,Fall,0,Int'l,20,3.51,,IS,,16,14,2.5,3.1,2.833
311938,Fall,2014,Freshman,C. UG,Fall,0,Int'l,20,3.51,,IS,,15,30,2.833,2.6,2.727
311938,Spring,2014,Sophomore,C. UG,Fall,0,Int'l,21,3.51,,IS,,13,45,2.727,2.077,2.543
311938,Fall,2015,Sophomore,C. UG,Fall,0,Int'l,21,3.51,,IS,,15,59,2.58,0,2.58
311946,Fall,2013,Freshman,Fresh,Fall,0,White,17,2.88,,CSEE,COEIT,STEM Plan,17,0,0,1
311946,Spring,2013,Freshman,C. UG,Fall,0,White,18,2.88,,CSEE,COEIT,STEM Plan,17,8,1.364,0.529
315183,Spring,2013,Sophomore,Transfer,Spring,0,Blk/AA,19,,3.28,IS,,12,0,0,2.5,2.5
315183,Fall,2014,Sophomore,C. UG,Spring,0,Blk/AA,20,,3.28,IS,,12,12,2.5,3.75,3.125
315183,Spring,2014,Sophomore,C. UG,Spring,0,Blk/AA,20,,3.28,IS,,12,24,3.125,1.5,2.583
315183,Fall,2015,Junior,C. UG,Spring,0,Blk/AA,21,,3.28,IS,,19,33,2.583,0,2.583
312277,Fall,2013,Freshman,Fresh,Fall,0,White,18,2.98,,CSEE,,13,3,2,1.8,1.846
312277,Fall,2014,Freshman,C. UG,Fall,0,White,19,2.98,,CSEE,,14,19,2.261,1.5,2.103
312010,Spring,2012,Junior,Transfer,Spring,1,White,19,,3.66,CHEM,,19,0,0,3.421,3.421
312010,Fall,2013,Junior,C. UG,Spring,1,White,20,,3.66,CHEM,,15,19,3.421,3.333,3.387
312010,Spring,2013,Senior,C. UG,Spring,1,White,20,,3.66,CHEM,,15,34,3.387,3.2,3.326
312010,Fall,2014,Senior,C. UG,Spring,1,White,21,,3.66,CHEM,,12.5,49,3.326,3.636,3.386
312010,Spring,2014,Senior,C. UG,Spring,1,White,21,,3.66,CHEM,,9,61.5,3.386,3.778,3.439
312015,Spring,2012,Junior,Transfer,Spring,0,White,25,,2.91,BIOS,,4,0,0,3,3
312015,Fall,2013,Junior,C. UG,Spring,0,White,26,,2.91,BIOS,,4,4,3,3,3
312015,Spring,2013,Junior,C. UG,Spring,0,White,26,,2.91,BIOS,,3,8,3,3,3
312031,Fall,2013,Freshman,Fresh,Fall,0,Int'l,18,3.11,,COEIT,STEM Plan,,13,0,0,4
312031,Spring,2013,Freshman,C. UG,Fall,0,Int'l,18,3.11,,COEIT,STEM Plan,,17,13,4,3.5
312031,Fall,2014,Freshman,C. UG,Fall,0,Int'l,19,3.11,,CMBE,,14,39,3.444,2.714,3.125
312031,Spring,2014,Sophomore,C. UG,Fall,0,Int'l,19,3.11,,CMBE,,13,53,3.125,1.769,2.733
312031,Fall,2015,Sophomore,C. UG,Fall,0,Int'l,20,3.11,,CMBE,,14,66,2.733,0,2.733
312041,Spring,2014,Sophomore,C. UG,Fall,1,Int'l,19,3.9,,MATH,,18,49,3.541,4,3.691
312041,Fall,2015,Sophomore,C. UG,Fall,1,Int'l,20,3.9,,MATH,,19,67,3.691,0,3.691
312112,Fall,2013,Freshman,Fresh,Fall,1,White,18,3.86,,BIOS,,15,0,0,2.533,2.533
312112,Spring,2013,Freshman,C. UG,Fall,1,White,18,3.86,,BIOS,,14,15,2.533,2.5,2.522
312119,Fall,2013,Freshman,Fresh,Fall,1,Int'l,16,3.5,,BIOS,,14,0,0,3.5,3.5
312119,Spring,2013,Freshman,C. UG,Fall,1,Int'l,17,3.5,,BIOS,,15,14,3.5,3.333,3.414
312119,Fall,2014,Sophomore,C. UG,Fall,1,Int'l,17,3.5,,BIOS,,15,35,3.4,2.8,3.22
312119,Spring,2014,Sophomore,C. UG,Fall,1,Int'l,18,3.5,,BIOS,,16,50,3.22,2.375,3.015
312119,Fall,2015,Junior,C. UG,Fall,1,Int'l,18,3.5,,BIOS,,17,66,3.015,0,3.015
312287,Fall,2013,Freshman,Fresh,Fall,0,Int'l,20,3.8,,CMBE,,18,0,0,1.071,1.071
312287,Spring,2013,Freshman,C. UG,Fall,0,Int'l,20,3.8,,CMBE,,14,6,1.071,1.8,1.375
312294,Fall,2013,Freshman,Fresh,Fall,0,White,17,2.86,,COEIT,STEM Plan,,18,0,0,1.6
312294,Spring,2013,Freshman,C. UG,Fall,0,White,18,2.86,,COEIT,STEM Plan,,14,14,2.182,2.5
312294,Fall,2014,Freshman,C. UG,Fall,0,White,18,2.86,,COEIT,STEM Plan,,14,28,2.36,1.286
312294,Spring,2014,Sophomore,C. UG,Fall,0,White,19,2.86,,IS,,13,34,2.2,2.5,2.267
312294,Fall,2015,Sophomore,C. UG,Fall,0,White,19,2.86,,IS,,13,44,2.267,0,2.267
312295,Fall,2013,Freshman,Fresh,Fall,0,Blk/AA,18,3.12,,BIOS,,16,0,0,3.063,3.063
312295,Spring,2013,Sophomore,C. UG,Fall,0,Blk/AA,18,3.12,,BIOS,,17,16,3.063,1.5,2.636
312295,Fall,2014,Sophomore,C. UG,Fall,0,Blk/AA,19,3.12,,BIOS,,18,27,2.692,2.429,2.6
312295,Spring,2014,Junior,C. UG,Fall,0,Blk/AA,19,3.12,,BIOS,,16,41,2.6,1.231,2.264
312295,Fall,2015,Junior,C. UG,Fall,0,Blk/AA,20,3.12,,BIOS,,15,50,2.264,0,2.264
312341,Fall,2013,Sophomore,Transfer,Fall,1,White,20,,3.37,GES,,12,0,0,3.167,3.167
312341,Spring,2013,Junior,C. UG,Fall,1,White,20,,3.37,GES,,14.5,16,2.875,2.538,2.724
312341,Fall,2014,Junior,C. UG,Fall,1,White,21,,3.37,GES,,13,30.5,2.724,2.692,2.714
312341,Spring,2014,Senior,C. UG,Fall,1,White,21,,3.37,GES,,13,43.5,2.714,3.462,2.891
312341,Fall,2015,Senior,C. UG,Fall,1,White,22,,3.37,GES,,11,61,2.891,0,2.891
312349,Fall,2013,Freshman,Fresh,Fall,0,White,18,3.69,,COEIT,STEM Plan,,15,0,0,3
312349,Spring,2013,Freshman,C. UG,Fall,0,White,19,3.69,,COEIT,STEM Plan,,14,15,3,3.214
312349,Fall,2014,Freshman,C. UG,Fall,0,White,19,3.69,,COEIT,STEM Plan,,15,29,3.103,3.267
312349,Spring,2014,Sophomore,C. UG,Fall,0,White,20,3.69,,COEIT,STEM Plan,,16,44,3.159,3
312349,Fall,2015,Junior,C. UG,Fall,0,White,20,3.69,,COEIT,STEM Plan,,16,60,3.117,
312356,Fall,2013,Freshman,Fresh,Fall,0,N/A,18,3.71,,BIOS,,16,0,0,3.5,3.5
312356,Spring,2013,Freshman,C. UG,Fall,0,N/A,19,3.71,,BIOS,,15,16,3.5,2.571,3.19
312356,Fall,2014,Freshman,C. UG,Fall,0,Asian,19,3.71,,BIOS,,13,23,3.19,2.222,2.9
312356,Spring,2014,Sophomore,C. UG,Fall,0,Asian,20,3.71,,BIOS,,15,36,2.9,1.909,2.634
312356,Fall,2015,Sophomore,C. UG,Fall,0,Asian,20,3.71,,CSEE,,16,46,2.604,0,2.604
312369,Fall,2013,Freshman,Fresh,Fall,0,White,18,3.49,,COEIT,STEM Plan,STEM Plan,17,0,0,2.412
312369,Spring,2013,Freshman,C. UG,Fall,0,White,18,3.49,,COEIT,STEM Plan,STEM Plan,14,17,3.667,2.5
312369,Fall,2014,Freshman,C. UG,Fall,0,White,19,3.49,,COEIT,STEM Plan,STEM Plan,16,27,2.957,1.75
312369,Spring,2014,Sophomore,C. UG,Fall,0,White,19,3.49,,COEIT,STEM Plan,STEM Plan,12,39,2.462,0.333
312369,Fall,2015,Sophomore,C. UG,Fall,0,White,20,3.49,,COEIT,STEM Plan,STEM Plan,8,49,2.018,
312373,Fall,2013,Freshman,Fresh,Fall,0,White,18,2.75,,CSEE,,14,0,0,3,3
312373,Spring,2013,Freshman,C. UG,Fall,0,White,18,2.75,,IS,,17.5,14,3,3.25,3.115
312373,Fall,2014,Sophomore,C. UG,Fall,0,White,19,2.75,,IS,,17,31.5,3.115,1.929,2.7
312373,Spring,2014,Sophomore,C. UG,Fall,0,White,19,2.75,,IS,,15,41.5,2.7,1.5,2.423
312373,Fall,2015,Sophomore,C. UG,Fall,0,White,20,2.75,,IS,,13,47.5,2.423,0,2.423
312376,Fall,2015,Sophomore,Transfer,Fall,1,Blk/AA,20,,2.95,CHEM,,14,0,0,0,0
312385,Fall,2013,Freshman,Fresh,Fall,0,Blk/AA,17,2.94,,MECH,,18,0,0,1.4,1.4
312385,Spring,2013,Freshman,C. UG,Fall,0,Blk/AA,17,2.94,,MECH,,18,15,1.4,2.733,2.2
312385,Fall,2014,Freshman,C. UG,Fall,0,Blk/AA,18,2.94,,MECH,,17,22,2.2,2.333,2.235
312385,Spring,2014,Sophomore,C. UG,Fall,0,Blk/AA,18,2.94,,MECH,,15,35,2.235,3.5,2.565
312452,Fall,2013,Sophomore,Transfer,Fall,0,White,20,,3.07,IS,,13,0,0,2.571,2.571
312452,Spring,2013,Junior,C. UG,Fall,0,White,20,,3.07,IS,,18,10,2.571,2.5,2.52
312452,Fall,2014,Junior,C. UG,Fall,0,White,21,,3.07,IS,,17,25,2.52,2.2,2.429
312452,Spring,2014,Junior,C. UG,Fall,0,White,21,,3.07,IS,,16.5,35,2.429,2,2.3
312452,Fall,2015,Senior,C. UG,Fall,0,White,22,,3.07,IS,,19,57.5,2.268,0,2.268
312454,Spring,2014,Senior,C. UG,Fall,0,White,25,,3.57,IS,,13,40,3.3,2.846,3.189
312454,Fall,2015,Senior,C. UG,Fall,0,White,26,,3.57,IS,,13,53,3.189,0,3.189
313669,Fall,2015,Sophomore,C. UG,Fall,1,White,19,3.76,,IS,,18,54,2.621,0,2.621
313670,Fall,2013,Freshman,Fresh,Fall,0,Multi,18,2.64,,CSEE,,14,0,0,0,0
314514,Fall,2013,Freshman,Fresh,Fall,0,White,18,3.86,,MECH,,15,0,0,2,2
314514,Spring,2013,Freshman,C. UG,Fall,0,White,18,3.86,,MECH,,17,8,2,2,2
314514,Fall,2014,Freshman,C. UG,Fall,0,White,19,3.86,,MECH,,15,21,2,0.667,1.375
314514,Spring,2014,Freshman,C. UG,Fall,0,White,19,3.86,,Physics,,16,24,1.375,1.769,1.489
314514,Fall,2015,Sophomore,C. UG,Fall,0,White,20,3.86,,Physics,,13,37,1.489,0,1.489
314405,Fall,2013,Freshman,Fresh,Fall,0,Asian,17,3.65,,CSEE,,15,0,0,2,2
314405,Spring,2013,Freshman,C. UG,Fall,0,Asian,18,3.65,,CSEE,,14,15,2,2.429,2.207
314405,Fall,2014,Freshman,C. UG,Fall,0,Asian,18,3.65,,CSEE,,17,29,2.207,3.667,2.553
314405,Spring,2014,Sophomore,C. UG,Fall,0,Asian,19,3.65,,CSEE,,15,42,2.553,2.733,2.604
314405,Fall,2015,Sophomore,C. UG,Fall,0,Asian,19,3.65,,CSEE,,17,53,2.604,0,2.604
315440,Fall,2015,Senior,C. UG,Fall,0,White,22,3.76,4,IS,,16.5,35,4,0,4
312620,Fall,2013,Freshman,Fresh,Fall,0,White,18,3.4,,CSEE,IS,13,0,0,1.846,1.846
312620,Spring,2013,Freshman,C. UG,Fall,0,White,18,3.4,,CSEE,IS,15,9,1.846,2.636,2.208
312620,Fall,2014,Freshman,C. UG,Fall,0,White,19,3.4,,CSEE,IS,12,20,2.208,2,2.179
312620,Spring,2014,Freshman,C. UG,Fall,0,White,19,3.4,,CSEE,IS,14,24,2.179,2.714,2.357
312620,Fall,2015,Sophomore,C. UG,Fall,0,White,20,3.4,,CSEE,IS,15,38,2.357,0,2.357
312627,Fall,2013,Senior,Transfer,Fall,1,Blk/AA,26,,2.59,CHEM,,14,0,0,3.4,3.4
312627,Spring,2013,Senior,C. UG,Fall,1,Blk/AA,26,,2.59,CHEM,,14.5,14,3.4,2.462,2.87
312627,Fall,2014,Senior,C. UG,Fall,1,Blk/AA,27,,2.59,CHEM,,17,32.5,2.87,2.118,2.55
312627,Spring,2014,Senior,C. UG,Fall,1,Blk/AA,27,,2.59,CHEM,,19,45.5,2.55,1.737,2.288
312630,Fall,2013,Senior,Transfer,Fall,0,N/A,25,,3.06,CSEE,,17,0,0,4,4
312630,Spring,2013,Senior,C. UG,Fall,0,White,25,,3.06,CSEE,,18,17,4,3.056,3.514
312630,Fall,2014,Senior,C. UG,Fall,0,White,26,,3.06,CSEE,,12,35,3.514,3.083,3.404
312630,Spring,2014,Senior,C. UG,Fall,0,White,26,,3.06,CSEE,,14,51.5,3.38,3.429,3.391
316149,Fall,2013,Freshman,Fresh,Fall,0,Asian,17,3.11,3.33,BIOS,,14,0,0,2.857,2.857
316149,Spring,2013,Sophomore,C. UG,Fall,0,Asian,18,3.11,3.33,BIOS,,13,14,2.857,2.769,2.815
316149,Fall,2014,Sophomore,C. UG,Fall,0,Asian,18,3.11,3.33,BIOS,,13,27,2.815,2.385,2.675
316149,Spring,2014,Junior,C. UG,Fall,0,Asian,19,3.11,3.33,BIOS,,14,40,2.675,2.857,2.722
316149,Fall,2015,Junior,C. UG,Fall,0,Asian,19,3.11,3.33,BIOS,,15,54,2.722,0,2.722
312664,Fall,2013,Senior,Transfer,Fall,0,White,22,,2.52,IS,,13,4,3,2.6,2.714
312664,Spring,2013,Senior,C. UG,Fall,0,White,22,,2.52,IS,,16,17,2.76,3.063,2.91
312664,Fall,2014,Senior,C. UG,Fall,0,White,23,,2.52,IS,,10.5,39,2.92,3.333,3
312664,Spring,2014,Senior,C. UG,Fall,0,White,23,,2.52,IS,,15,54,3,2.8,2.955
312667,Fall,2013,Senior,Transfer,Fall,0,White,24,,3.12,BIOS,,7,0,0,3,3
312667,Fall,2014,Senior,C. UG,Fall,0,White,25,,3.12,BIOS,,4,7,3,2,2.636
312667,Fall,2015,Senior,C. UG,Fall,0,White,26,,3.12,BIOS,,6,11,2.636,0,2.636
312675,Fall,2013,Freshman,Fresh,Fall,1,Asian,18,3.83,,BIOS,,16,0,0,2,2
312675,Spring,2013,Freshman,C. UG,Fall,1,Asian,18,3.83,,BIOS,,19,7,2,2.833,2.682
312675,Fall,2014,Freshman,C. UG,Fall,1,Asian,19,3.83,,BIOS,,19,23,2.682,0.364,1.909
312677,Spring,2014,Freshman,Transfer,Spring,0,Blk/AA,20,2.89,3.38,CSEE,,14,0,0,2.5,2.5
312677,Fall,2015,Sophomore,C. UG,Spring,0,Blk/AA,20,2.89,3.38,CSEE,,14,14,2.5,0,2.5
312684,Spring,2013,Freshman,Fresh,Spring,0,Int'l,20,4,,BIOS,,13,0,0,3.538,3.538
312684,Fall,2014,Freshman,C. UG,Spring,0,Int'l,21,4,,BIOS,,15,13,3.538,2.733,3.107
312684,Spring,2014,Freshman,C. UG,Spring,0,Int'l,21,4,,BIOS,,14,29.5,3.107,2.714,2.976
312684,Fall,2015,Sophomore,C. UG,Spring,0,Int'l,22,4,,BIOS,,13,47.5,2.891,0,2.891
312779,Fall,2013,Junior,Transfer,Fall,0,White,27,,3.94,IS,,15,0,0,4,4
312779,Spring,2013,Senior,C. UG,Fall,0,White,27,,3.94,IS,,15,15,4,3.8,3.9
312779,Fall,2014,Senior,C. UG,Fall,0,White,28,,3.94,IS,,19.5,33,3.909,3.8,3.875
312779,Spring,2014,Senior,C. UG,Fall,0,White,28,,3.94,IS,,19,52.5,3.875,3.667,3.818
312782,Fall,2013,Freshman,Transfer,Fall,0,N/A,19,,3.65,CSEE,IS,13,0,0,3,3
312782,Spring,2013,Freshman,C. UG,Fall,0,N/A,19,,3.65,CSEE,,12,10,3.429,0.667,1.875
312782,Fall,2014,Freshman,C. UG,Fall,0,N/A,20,,3.65,CSEE,,13,13,1.875,0,1.875
312786,Spring,2012,Freshman,Transfer,Spring,0,Int'l,30,,,Physics,MECH,13,0,0,0,0
312797,Fall,2013,Junior,Transfer,Fall,1,Hp./Lat.,26,,2.62,CMBE,,13,0,0,1.6,1.6
312797,Spring,2013,Junior,C. UG,Fall,1,Hp./Lat.,27,,2.62,CMBE,,12,10,1.6,2.667,2.105
312798,Fall,2013,Freshman,Fresh,Fall,0,Blk/AA,17,2.83,,CSEE,,13,0,0,1.2,1.2
312798,Spring,2013,Freshman,C. UG,Fall,0,Blk/AA,18,2.83,,CSEE,,16,9,1.2,3.25,2.462
312798,Fall,2014,Freshman,C. UG,Fall,0,Blk/AA,18,2.83,,CSEE,,15,22,2.462,1,2.267
312798,Spring,2014,Sophomore,C. UG,Fall,0,Blk/AA,19,2.83,,CSEE,,18,30,2.267,1.944,2.146
312798,Fall,2015,Sophomore,C. UG,Fall,0,Blk/AA,19,2.83,,CSEE,,17,44,2.146,0,2.146
312819,Fall,2013,Freshman,Fresh,Fall,0,White,17,3.28,,IS,,14,0,0,1.786,1.786
312819,Spring,2013,Freshman,C. UG,Fall,0,White,18,3.28,,IS,,17,14,1.786,2.706,2.29
312819,Fall,2014,Sophomore,C. UG,Fall,0,White,18,3.28,,IS,,13,31,2.29,3.333,2.525
312819,Spring,2014,Sophomore,C. UG,Fall,0,White,19,3.28,,IS,,17,44,2.525,1.824,2.316
312873,Fall,2013,Freshman,Transfer,Fall,0,White,23,,3.48,MECH,,14,0,0,2.429,2.429
312873,Spring,2013,Freshman,C. UG,Fall,0,White,24,,3.48,MECH,,15,14,2.429,1.933,2.172
312873,Fall,2014,Sophomore,C. UG,Fall,0,White,24,,3.48,MECH,,13,33,2.15,2.462,2.239
312876,Fall,2013,Freshman,Fresh,Fall,0,White,17,3.67,,CMBE,COEIT,STEM Plan,14,0,0,2.643
312876,Spring,2013,Freshman,C. UG,Fall,0,White,18,3.67,,MECH,,15,14,2.643,3,2.8
312876,Fall,2014,Freshman,C. UG,Fall,0,White,18,3.67,,MECH,,17,25,2.8,3,2.881
312876,Spring,2014,Sophomore,C. UG,Fall,0,White,19,3.67,,IS,,16,42,2.881,3.375,3.017
312876,Fall,2015,Junior,C. UG,Fall,0,White,19,3.67,,IS,,15,58,3.017,0,3.017
312882,Fall,2013,Junior,Transfer,Fall,1,White,25,,3.07,BIOS,,7,0,0,4,4
312882,Spring,2013,Junior,C. UG,Fall,1,White,25,,3.07,BIOS,,12,7,4,4,4
312882,Fall,2014,Senior,C. UG,Fall,1,White,26,,3.07,BIOS,,10,26,4,4,4
312882,Spring,2014,Senior,C. UG,Fall,1,White,26,,3.07,BIOS,,12,40,4,3.6,3.917
312882,Fall,2015,Senior,C. UG,Fall,1,White,27,,3.07,BIOS,,16,52,3.917,0,3.917
312897,Spring,2012,Junior,Transfer,Spring,0,Asian,29,,2.65,CHEM,,13,0,0,3.769,3.769
312897,Fall,2013,Senior,C. UG,Spring,0,Asian,30,,2.65,CHEM,,12,20,3.35,2.667,3.094
312897,Spring,2013,Senior,C. UG,Spring,0,Asian,30,,2.65,CHEM,,14,32,3.171,3.429,3.245
312897,Fall,2014,Senior,C. UG,Spring,0,Asian,31,,2.65,CHEM,,14,56,3.339,3.556,3.369
313986,Fall,2013,Freshman,Fresh,Fall,0,White,17,2.94,,CHEM,,14,7,2.286,0.857,1.571
313986,Spring,2013,Freshman,C. UG,Fall,0,White,18,2.94,,CHEM,,13,10,1.571,0,1.571
313986,Fall,2014,Freshman,C. UG,Fall,0,White,18,2.94,,CHEM,,12,10,1.571,1,1.348
313986,Spring,2014,Freshman,C. UG,Fall,0,White,19,2.94,,CHEM,,13,16,1.348,0.923,1.194
313987,Fall,2014,Sophomore,C. UG,Fall,0,Int'l,20,2.76,,BIOS,,15,29,2.409,2.533,2.459
313987,Spring,2014,Sophomore,C. UG,Fall,0,Int'l,20,2.76,,BIOS,,14,44,2.459,2.143,2.373
313987,Fall,2015,Sophomore,C. UG,Fall,0,Int'l,21,2.76,,BIOS,,14,51,2.373,0,2.373
313258,Fall,2014,Freshman,Transfer,Fall,0,White,19,3.14,3.23,CHEM,,16,0,0,0,0
313989,Fall,2013,Freshman,Fresh,Fall,0,Asian,17,3.39,,COEIT,STEM Plan,STEM Plan,15,0,0,1.333
313989,Spring,2013,Freshman,C. UG,Fall,0,Asian,18,3.39,,COEIT,STEM Plan,STEM Plan,15,7,1.818,0.733
313989,Fall,2014,Freshman,C. UG,Fall,0,Asian,18,3.39,,COEIT,STEM Plan,STEM Plan,16,14,1.409,2.538
313989,Spring,2014,Freshman,C. UG,Fall,0,Asian,19,3.39,,COEIT,STEM Plan,STEM Plan,19,27,2,0.789
313989,Fall,2015,Sophomore,C. UG,Fall,0,Asian,19,3.39,,COEIT,STEM Plan,STEM Plan,16,38,1.681,
312949,Fall,2013,Freshman,Fresh,Fall,0,Int'l,23,3.93,,BIOS,,15,0,0,3,3
312949,Spring,2013,Freshman,C. UG,Fall,0,Int'l,23,3.93,,BIOS,,12,15,3,4,3.8
312968,Fall,2013,Freshman,Fresh,Fall,0,Asian,18,3.5,,CHEM,MATH,14,0,0,0,0
312968,Spring,2013,Freshman,C. UG,Fall,0,Asian,19,3.5,,CMBE,,13,0,0,2,1
312968,Fall,2014,Freshman,C. UG,Fall,0,Asian,19,3.5,,CMBE,,14,10,1,0,0.5
313037,Fall,2013,Freshman,Transfer,Fall,0,White,19,2.92,2.69,CMBE,,15,0,0,2.364,2.364
313037,Spring,2013,Sophomore,C. UG,Fall,0,White,19,2.92,2.69,CMBE,,18,11,2.364,3.444,3.034
313037,Fall,2014,Sophomore,C. UG,Fall,0,White,20,2.92,2.69,CMBE,,14,29,3.034,4,3.349
313037,Spring,2014,Junior,C. UG,Fall,0,White,20,2.92,2.69,CMBE,,16,43,3.349,3.188,3.305
313037,Fall,2015,Junior,C. UG,Fall,0,White,21,2.92,2.69,CMBE,,13,59,3.305,0,3.305
313044,Fall,2013,Sophomore,Transfer,Fall,0,Asian,29,,3.86,CMBE,,14,0,0,1.923,1.923
313044,Spring,2013,Junior,C. UG,Fall,0,Asian,30,,3.86,CMBE,,12,10,1.923,3,2.44
313044,Fall,2014,Junior,C. UG,Fall,0,Asian,30,,3.86,CSEE,,13,19,2.44,2.2,2.371
313044,Spring,2014,Junior,C. UG,Fall,0,Asian,31,,3.86,IS,,16,29,2.371,4,2.882
313044,Fall,2015,Senior,C. UG,Fall,0,Asian,31,,3.86,IS,,15,48,2.944,0,2.944
