Stu dent,Term,Year,Level,Status,YearTerm,IsFemale,Ethnicity,Age,GPA-HS,GPA-TF,Major,Minor/Major2,Cred-Tot,Cred-Cum,GPA-PRE,GPA-Term,GPA-POST
294835,Fall,2013,Junior,C. UG,Fall,0,N/A,19,3.9,,BIOS,,18,38,4,4,4
294835,Spring,2013,Junior,C. UG,Fall,0,White,19,3.9,,BIOS,,21,56,4,4,4
294835,Fall,2014,Senior,C. UG,Fall,0,White,20,3.9,,BIOS,,23.5,80,4,4,4
294835,Spring,2014,Senior,C. UG,Fall,0,White,20,3.9,,BIOS,,20,103.5,4,4,4
294835,Fall,2015,Senior,C. UG,Fall,0,White,21,3.9,,BIOS,,20,123.5,4,0,4
315424,Fall,2013,Freshman,Transfer,Fall,0,White,19,4.05,3.87,CMBE,,14,0,0,4,4
315424,Spring,2013,Junior,C. UG,Fall,0,White,19,4.05,3.87,CMBE,,15,12,4,4,4
315424,Fall,2014,Junior,C. UG,Fall,0,White,20,4.05,3.87,CMBE,,20,27,4,4,4
315424,Spring,2014,Senior,C. UG,Fall,0,White,20,4.05,3.87,CMBE,,15,51.5,4,4,4
315424,Fall,2015,Senior,C. UG,Fall,0,White,21,4.05,3.87,CMBE,,18,66.5,4,0,4
293666,Fall,2012,Sophomore,Fresh,Fall,1,Int'l,17,4.5,,MATH,,17,0,0,4,4
293666,Spring,2012,Sophomore,C. UG,Fall,1,Int'l,17,4.5,,MATH,,20,17,4,4,4
293666,Fall,2013,Junior,C. UG,Fall,1,Int'l,18,4.5,,MATH,,17,37,4,3.765,3.918
293666,Spring,2013,Junior,C. UG,Fall,1,Int'l,18,4.5,,MATH,,18,54,3.918,4,3.94
293666,Fall,2014,Senior,C. UG,Fall,1,Int'l,19,4.5,,MATH,,15,72,3.94,3.308,3.838
293666,Spring,2014,Senior,C. UG,Fall,1,Int'l,19,4.5,,MATH,,12,88,3.843,0,3.822
293666,Fall,2015,Senior,C. UG,Fall,1,Int'l,20,4.5,,MATH,,16.5,88,3.822,0,3.822
331606,Fall,2014,Junior,Transfer,Fall,0,White,20,,3.07,MATH,,14,0,0,1.909,1.909
331606,Spring,2014,Junior,C. UG,Fall,0,White,21,,3.07,MATH,,7,11,1.909,3.6,2.714
331606,Fall,2015,Senior,C. UG,Fall,0,White,21,,3.07,MATH,,13,25,2.92,0,2.92
290718,Fall,2012,Freshman,Fresh,Fall,0,White,18,4.5,,CSEE,,16,0,0,2.6,2.6
290718,Spring,2012,Sophomore,C. UG,Fall,0,White,18,4.5,,CSEE,,18,16,2.6,2.2,2.36
290718,Fall,2013,Sophomore,C. UG,Fall,0,White,19,4.5,,CSEE,,16,27,2.36,3.375,2.756
290718,Spring,2013,Junior,C. UG,Fall,0,White,19,4.5,,IS,,15,43,2.756,3.8,3.04
290718,Fall,2014,Junior,C. UG,Fall,0,White,20,4.5,,IS,,15,62.5,3.085,3.2,3.108
290718,Spring,2014,Senior,C. UG,Fall,0,White,20,4.5,,IS,,12,81.5,3.154,2.5,3.067
290718,Fall,2015,Senior,C. UG,Fall,0,White,21,4.5,,IS,,13,96.5,3.065,0,3.065
298495,Spring,2012,Sophomore,C. UG,Fall,1,Multi,18,3.38,,MECH,,15,11,3.636,2.733,3.115
298495,Fall,2013,Sophomore,C. UG,Fall,1,Multi,19,3.38,,MECH,,14.5,26,3.115,1,2.571
298495,Spring,2013,Sophomore,C. UG,Fall,1,Multi,19,3.38,,MECH,,18,32.5,2.571,2.733,2.62
298495,Fall,2014,Junior,C. UG,Fall,1,Multi,20,3.38,,GES,,13,47.5,2.62,4,2.905
298495,Spring,2014,Junior,C. UG,Fall,1,Multi,20,3.38,,GES,,13,60.5,2.905,3,2.921
298495,Fall,2015,Senior,C. UG,Fall,1,Multi,21,3.38,,GES,,14,73.5,2.921,0,2.921
292319,Fall,2012,Sophomore,Fresh,Fall,1,Blk/AA,17,4.13,,CHEM,,14,7,4,4,4
292319,Spring,2012,Sophomore,C. UG,Fall,1,Blk/AA,17,4.13,,CHEM,,16,21,4,4,4
292319,Fall,2013,Junior,C. UG,Fall,1,Blk/AA,18,4.13,,CHEM,,17,37,4,3.706,3.904
292319,Spring,2013,Junior,C. UG,Fall,1,Blk/AA,18,4.13,,BIOS,,18,54,3.904,4,3.928
292319,Fall,2014,Senior,C. UG,Fall,1,Blk/AA,19,4.13,,BIOS,,15,72,3.928,4,3.94
292319,Spring,2014,Senior,C. UG,Fall,1,Blk/AA,19,4.13,,BIOS,,18.5,87,3.94,4,3.949
292319,Fall,2015,Senior,C. UG,Fall,1,Blk/AA,20,4.13,,BIOS,,21,105.5,3.949,0,3.949
328391,Fall,2014,Junior,Transfer,Fall,0,Multi,20,,3.32,CSEE,,13,0,0,3.154,3.154
328391,Spring,2014,Senior,C. UG,Fall,0,Multi,20,,3.32,CSEE,,13,14.5,3.154,3.538,3.346
328391,Fall,2015,Senior,C. UG,Fall,0,Multi,21,,3.32,CSEE,,16,31.5,3.3,0,3.3
591963,Fall,2015,Sophomore,C. UG,Spring,0,N/A,21,,2.35,CSEE,,14,7,0.824,0,0.824
330009,Fall,2014,Junior,Fresh,Fall,0,White,20,4.5,,Physics,,14,0,0,3.6,3.6
330009,Spring,2014,Junior,C. UG,Fall,0,White,20,4.5,,Physics,,12,10,3.6,2.5,3.188
330009,Fall,2015,Junior,C. UG,Fall,0,White,21,4.5,,Physics,,14,16,3.188,0,3.188
292323,Fall,2012,Freshman,Fresh,Fall,0,Asian,18,3.96,,BIOS,,15,0,0,3.533,3.533
292323,Spring,2012,Freshman,C. UG,Fall,0,Asian,18,3.96,,BIOS,,14,15,3.533,3,3.276
292323,Fall,2013,Sophomore,C. UG,Fall,0,Asian,19,3.96,,BIOS,,16,29,3.276,2.25,2.911
292323,Spring,2013,Sophomore,C. UG,Fall,0,Asian,19,3.96,,BIOS,,17,45,2.911,3.412,3.048
292323,Fall,2014,Junior,C. UG,Fall,0,Asian,20,3.96,,CSEE,,14,65,3.09,3.286,3.127
292323,Spring,2014,Junior,C. UG,Fall,0,Asian,20,3.96,,CSEE,,13,79,3.127,3.538,3.185
292323,Fall,2015,Senior,C. UG,Fall,0,Asian,21,3.96,,CSEE,,13,95,3.179,0,3.179
298804,Fall,2012,Freshman,Fresh,Fall,0,White,17,3.7,,CSEE,,15,0,0,2,2
298804,Spring,2012,Freshman,C. UG,Fall,0,White,18,3.7,,CSEE,,14,12,2,3.429,2.909
298804,Fall,2013,Freshman,C. UG,Fall,0,White,18,3.7,,CSEE,,19,15,2.909,1.6,2.154
298804,Spring,2013,Sophomore,C. UG,Fall,0,White,19,3.7,,CSEE,,15,23,2.154,2.667,2.341
298804,Fall,2014,Sophomore,C. UG,Fall,0,White,19,3.7,,CSEE,,13.5,38,2.341,2,2.28
298804,Spring,2014,Sophomore,C. UG,Fall,0,White,20,3.7,,CSEE,,8.5,48.5,2.28,2.429,2.298
298804,Fall,2015,Junior,C. UG,Fall,0,White,20,3.7,,CSEE,,6,57,2.298,0,2.298
288083,Fall,2012,Freshman,Fresh,Fall,0,White,18,3.86,,CSEE,,14,6,3.5,3.143,3.25
288083,Spring,2012,Sophomore,C. UG,Fall,0,White,19,3.86,,CSEE,,15,20,3.25,2.8,3.1
288083,Fall,2013,Junior,C. UG,Fall,0,White,19,3.86,,CSEE,,15,34,3.088,2.727,3
288083,Fall,2014,Junior,C. UG,Fall,0,White,20,3.86,,CSEE,,15.5,49,3,2.32,2.852
288083,Spring,2014,Junior,C. UG,Fall,0,White,21,3.86,,CSEE,,16,57,2.852,2.625,2.803
288083,Fall,2015,Senior,C. UG,Fall,0,White,21,3.86,,CSEE,,15.5,72,2.771,0,2.771
291386,Fall,2012,Freshman,Fresh,Fall,0,White,18,4.47,,CSEE,,15,0,0,2.2,2.2
291386,Spring,2012,Freshman,C. UG,Fall,0,White,19,4.47,,CSEE,,14,15,2.2,0,1.32
319666,Spring,2013,Junior,Transfer,Spring,1,White,19,,4,MATH,,13,0,0,3.769,3.769
319666,Fall,2014,Junior,C. UG,Spring,1,White,20,,4,MATH,,17,13,3.769,3.765,3.767
319666,Spring,2014,Senior,C. UG,Spring,1,White,20,,4,MATH,,13,33,3.788,4,3.848
319666,Fall,2015,Senior,C. UG,Spring,1,White,21,,4,MATH,,16,49,3.857,0,3.857
293394,Fall,2012,Freshman,Fresh,Fall,1,White,18,4,,CSEE,Physics,15,0,0,4,4
293394,Spring,2012,Freshman,C. UG,Fall,1,White,18,4,,CSEE,Physics,18,15,4,4,4
293394,Fall,2013,Sophomore,C. UG,Fall,1,White,19,4,,CSEE,Physics,16,33,4,4,4
293394,Spring,2013,Sophomore,C. UG,Fall,1,White,19,4,,CSEE,Physics,15,49,4,4,4
293394,Fall,2014,Junior,C. UG,Fall,1,White,20,4,,Physics,MATH,17,64,4,4,4
293394,Spring,2014,Junior,C. UG,Fall,1,White,20,4,,Physics,,18,81,4,3.692,3.955
293394,Fall,2015,Senior,C. UG,Fall,1,White,21,4,,Physics,,15,96,3.955,0,3.955
289344,Fall,2012,Freshman,Fresh,Fall,1,White,18,3.89,,BIOS,CHEM,15,0,0,3.733,3.733
289344,Spring,2012,Freshman,C. UG,Fall,1,White,18,3.89,,BIOS,CHEM,19,15,3.733,3.158,3.412
289344,Fall,2013,Sophomore,C. UG,Fall,1,White,19,3.89,,BIOS,CHEM,16,38,3.412,3.385,3.404
289344,Spring,2013,Junior,C. UG,Fall,1,White,19,3.89,,BIOS,CHEM,18,51,3.404,3.313,3.381
289344,Fall,2014,Junior,C. UG,Fall,1,White,20,3.89,,BIOS,CHEM,19,69,3.381,3.071,3.325
289344,Spring,2014,Senior,C. UG,Fall,1,White,20,3.89,,CMBE,,17,85,3.325,2.882,3.245
289344,Fall,2015,Senior,C. UG,Fall,1,White,21,3.89,,CMBE,,17,98,3.245,0,3.245
290041,Fall,2012,Freshman,Fresh,Fall,0,Asian,18,3.5,,CSEE,,12,4,2,2.667,2.5
290041,Spring,2012,Freshman,C. UG,Fall,0,Asian,18,3.5,,CSEE,,14,12,2.5,2.364,2.444
290041,Fall,2013,Freshman,C. UG,Fall,0,Asian,19,3.5,,CSEE,,12,23,2.444,0,2
290041,Spring,2013,Freshman,C. UG,Fall,0,Asian,19,3.5,,CSEE,,12,23,2,0,1.692
293395,Fall,2012,Sophomore,Fresh,Fall,0,Asian,17,4.25,,CMBE,MECH,13,0,0,3.769,3.769
293395,Spring,2012,Sophomore,C. UG,Fall,0,Asian,18,4.25,,MECH,,17,13,3.769,3.235,3.467
293395,Fall,2013,Junior,C. UG,Fall,0,Asian,18,4.25,,MECH,,14,30,3.467,2.714,3.227
293395,Spring,2013,Junior,C. UG,Fall,0,Asian,19,4.25,,MECH,,16,44,3.227,3.188,3.217
293395,Fall,2014,Senior,C. UG,Fall,0,Asian,19,4.25,,MECH,,12,60,3.217,3.5,3.264
293395,Spring,2014,Senior,C. UG,Fall,0,Asian,20,4.25,,MECH,,13,72,3.264,1.923,3.059
293395,Fall,2015,Senior,C. UG,Fall,0,Asian,20,4.25,,MECH,,14.5,85,3.059,0,3.059
297779,Fall,2012,Sophomore,Fresh,Fall,0,White,17,3.22,,CSEE,,15,0,0,0.733,0.733
290721,Fall,2015,Junior,Transfer,Fall,0,White,21,3.84,2.74,CSEE,,13,4,3,0,3
291390,Spring,2012,Freshman,C. UG,Fall,0,Hp./Lat.,18,3.67,,CSEE,,14,16,2.333,3,2.556
291390,Fall,2013,Sophomore,C. UG,Fall,0,Hp./Lat.,18,3.67,,CSEE,,19,29,2.966,1.714,2.722
291390,Spring,2013,Sophomore,C. UG,Fall,0,Hp./Lat.,19,3.67,,CSEE,,18,32,2.722,3,2.75
290295,Fall,2012,Freshman,Fresh,Fall,0,White,18,4.38,,BIOS,CHEM,15,0,0,4,4
290295,Spring,2012,Sophomore,C. UG,Fall,0,White,18,4.38,,BIOS,CHEM,17,15,4,3.769,3.893
290295,Fall,2013,Sophomore,C. UG,Fall,0,White,19,4.38,,CMBE,,17,28,3.893,2.647,3.422
290295,Spring,2013,Junior,C. UG,Fall,0,White,19,4.38,,CMBE,,17,45,3.422,0,3.422
290296,Fall,2012,Freshman,Fresh,Fall,0,White,18,4.5,,COEIT,STEM Plan,STEM Plan,16,0,0,3.75
290296,Spring,2012,Sophomore,C. UG,Fall,0,White,18,4.5,,COEIT,STEM Plan,STEM Plan,15,16,3.75,3.533
290296,Fall,2013,Sophomore,C. UG,Fall,0,White,19,4.5,,COEIT,STEM Plan,STEM Plan,13,31,3.645,3.769
290296,Spring,2013,Junior,C. UG,Fall,0,White,19,4.5,,COEIT,STEM Plan,STEM Plan,14,44,3.682,3.214
290296,Fall,2014,Junior,C. UG,Fall,0,White,20,4.5,,COEIT,STEM Plan,STEM Plan,13,58,3.569,3.231
290296,Spring,2014,Senior,C. UG,Fall,0,White,20,4.5,,COEIT,STEM Plan,STEM Plan,12,74,3.507,3
290296,Fall,2015,Senior,C. UG,Fall,0,White,21,4.5,,COEIT,STEM Plan,STEM Plan,13,86,3.434,
290723,Spring,2012,Freshman,C. UG,Fall,0,Asian,18,4.02,,CSEE,,15,15,3.267,2.733,3
290723,Fall,2013,Sophomore,C. UG,Fall,0,Asian,18,4.02,,CSEE,,12,30,3,3.25,3.071
290723,Spring,2013,Sophomore,C. UG,Fall,0,Asian,19,4.02,,CSEE,,13,42,3.071,3,3.055
290723,Fall,2014,Junior,C. UG,Fall,0,Asian,19,4.02,,CSEE,,12,55,3.055,3.25,3.09
290723,Spring,2014,Junior,C. UG,Fall,0,Asian,20,4.02,,CSEE,,12,67,3.09,2.5,3
290723,Fall,2015,Senior,C. UG,Fall,0,Asian,20,4.02,,CSEE,,13.5,79,3,0,3
290725,Fall,2012,Freshman,Fresh,Fall,0,Asian,19,3.86,,BIOS,,16,0,0,2,2
290725,Spring,2012,Freshman,C. UG,Fall,0,Asian,19,3.86,,BIOS,,12,9,1.667,1.667,1.667
290725,Fall,2013,Freshman,C. UG,Fall,0,Asian,20,3.86,,BIOS,,15,21,1.667,0,1.207
290726,Fall,2012,Freshman,Fresh,Fall,0,White,18,3.24,,CSEE,IS,13,0,0,1.667,1.667
290726,Spring,2012,Freshman,C. UG,Fall,0,White,18,3.24,,CSEE,IS,14,6,1.667,1.786,1.739
290726,Fall,2013,Freshman,C. UG,Fall,0,White,19,3.24,,CSEE,IS,17,17,1.739,0,1.739
309378,Fall,2013,Freshman,Fresh,Fall,0,White,19,2.56,,COEIT,STEM Plan,,15,4,0.5,0
290297,Spring,2014,Junior,Transfer,Spring,0,White,20,3.8,2.4,IS,,15,0,0,3.4,3.4
290297,Fall,2015,Junior,C. UG,Spring,0,White,21,3.8,2.4,IS,,17,15,3.4,0,3.4
296716,Fall,2012,Freshman,Fresh,Fall,0,Multi,18,4.5,,BIOS,,14,0,0,3.714,3.714
296716,Spring,2012,Sophomore,C. UG,Fall,0,Multi,18,4.5,,BIOS,,13,14,3.714,3.538,3.63
296716,Fall,2013,Sophomore,C. UG,Fall,0,Multi,19,4.5,,BIOS,,13,27,3.63,3.538,3.6
296716,Spring,2013,Junior,C. UG,Fall,0,Multi,19,4.5,,BIOS,,15,40,3.6,4,3.709
296716,Fall,2014,Junior,C. UG,Fall,0,Multi,20,4.5,,BIOS,,15,55,3.709,3.8,3.729
296716,Spring,2014,Senior,C. UG,Fall,0,Multi,20,4.5,,BIOS,,14,70,3.729,3.786,3.738
296716,Fall,2015,Senior,C. UG,Fall,0,Multi,21,4.5,,BIOS,,15,84,3.738,0,3.738
289507,Fall,2012,Sophomore,Fresh,Fall,1,Asian,17,4.5,,CHEM,,17,7,4,4,4
289507,Spring,2012,Sophomore,C. UG,Fall,1,Asian,18,4.5,,CHEM,,17,24,4,4,4
289507,Fall,2013,Sophomore,C. UG,Fall,1,Asian,18,4.5,,CHEM,,19,41,4,4,4
289507,Spring,2013,Junior,C. UG,Fall,1,Asian,19,4.5,,CHEM,,18,60,4,4,4
289507,Fall,2014,Senior,C. UG,Fall,1,Asian,19,4.5,,CHEM,BIOS,17,78,4,4,4
289507,Spring,2014,Senior,C. UG,Fall,1,Asian,20,4.5,,CHEM,,17,95,4,3.692,3.959
289507,Fall,2015,Senior,C. UG,Fall,1,Asian,20,4.5,,CHEM,,17.5,112,3.959,0,3.959
305151,Fall,2013,Sophomore,Fresh,Fall,0,White,18,4.5,,CHEM,,14,0,0,4,4
305151,Spring,2013,Sophomore,C. UG,Fall,0,White,19,4.5,,CHEM,,19,14,4,3.789,3.871
305151,Fall,2014,Junior,C. UG,Fall,0,White,19,4.5,,CHEM,,19,33,3.871,4,3.915
305151,Spring,2014,Junior,C. UG,Fall,0,White,20,4.5,,CHEM,,16,52,3.915,3.688,3.857
305151,Fall,2015,Senior,C. UG,Fall,0,White,20,4.5,,CHEM,,16,68,3.857,0,3.857
305153,Spring,2014,Senior,C. UG,Fall,1,White,19,4.37,,BIOS,,13,41,4,3.462,3.87
305153,Fall,2015,Senior,C. UG,Fall,1,White,20,4.37,,BIOS,,14,54,3.87,0,3.87
595906,Fall,2015,Junior,Transfer,Fall,0,White,20,,3.622,CMBE,,16,5,4,0,4
306169,Fall,2013,Freshman,Fresh,Fall,0,N/A,18,3.89,,CSEE,IS,16,0,0,2.909,2.909
306169,Spring,2013,Sophomore,C. UG,Fall,0,N/A,18,3.89,,CSEE,IS,15,16,2.909,3.667,3.25
306169,Fall,2014,Sophomore,C. UG,Fall,0,N/A,19,3.89,,CSEE,IS,15,31,3.348,3.455,3.382
306171,Fall,2013,Sophomore,Fresh,Fall,0,White,18,3.59,,COEIT,STEM Plan,,14,0,0,1.214
306171,Spring,2013,Sophomore,C. UG,Fall,0,White,18,3.59,,COEIT,STEM Plan,,18,10,1.5,0.722
306171,Spring,2014,Sophomore,C. UG,Fall,0,White,19,3.59,,COEIT,STEM Plan,,7,16,1.1,1
313834,Fall,2013,Freshman,Fresh,Fall,0,Hp./Lat.,18,4.14,,CSEE,,14,0,0,3.1,3.1
313834,Spring,2013,Freshman,C. UG,Fall,0,Hp./Lat.,19,4.14,,CSEE,,13,11.5,3.1,3.3,3.2
313834,Fall,2014,Sophomore,C. UG,Fall,0,Hp./Lat.,19,4.14,,CSEE,,3,21.5,3.2,2,3.043
303834,Fall,2013,Freshman,Fresh,Fall,1,White,18,4.07,,GES,BIOS,14,0,0,3.429,3.429
303834,Spring,2013,Sophomore,C. UG,Fall,1,White,18,4.07,,GES,BIOS,16,14,3.429,3.333,3.385
303539,Fall,2013,Freshman,Fresh,Fall,0,White,18,3.57,,CHEM,,15,0,0,3.143,3.143
303539,Spring,2013,Freshman,C. UG,Fall,0,White,18,3.57,,CHEM,,16,7,3.143,3.188,3.174
303539,Fall,2014,Sophomore,C. UG,Fall,0,White,19,3.57,,CHEM,,16,23,3.174,3,3.103
303539,Spring,2014,Junior,C. UG,Fall,0,White,19,3.57,,CHEM,,16,39,3.103,3.438,3.2
303539,Fall,2015,Junior,C. UG,Fall,0,White,20,3.57,,CHEM,,14,55,3.2,0,3.2
313835,Fall,2013,Freshman,Fresh,Fall,0,Multi,17,3.74,,CSEE,,14,0,0,3.786,3.786
304267,Fall,2013,Freshman,Fresh,Fall,1,White,17,4.41,,CSEE,MATH,16,7,4,4,4
304267,Spring,2013,Sophomore,C. UG,Fall,1,White,17,4.41,,CSEE,MATH,18,23,4,4,4
304267,Fall,2014,Sophomore,C. UG,Fall,1,White,18,4.41,,CSEE,MATH,17,41,4,3,3.837
304267,Fall,2015,Junior,C. UG,Fall,1,White,19,4.41,,CSEE,MATH,12,58,3.855,0,3.855
306177,Fall,2013,Freshman,Fresh,Fall,0,White,18,3.25,,CSEE,CSEE,15,7,2.857,2,2.333
306177,Spring,2013,Freshman,C. UG,Fall,0,White,18,3.25,,CSEE,,14,18,2.333,2,2.25
306177,Fall,2014,Sophomore,C. UG,Fall,0,White,19,3.25,,CSEE,,14,40,2.438,2.545,2.465
306177,Spring,2014,Sophomore,C. UG,Fall,0,White,19,3.25,,CSEE,,14,47,2.465,1.5,2.228
306177,Fall,2015,Sophomore,C. UG,Fall,0,White,20,3.25,,CSEE,,14,53,2.228,0,2.228
306178,Fall,2013,Sophomore,Fresh,Fall,0,Asian,18,4.5,,CSEE,,14,0,0,2.357,2.357
306178,Spring,2013,Sophomore,C. UG,Fall,0,Asian,18,4.5,,CSEE,,12,14,2.357,2,2.278
306178,Fall,2014,Junior,C. UG,Fall,0,Asian,19,4.5,,CSEE,,18,22,2.278,3.111,2.694
306178,Spring,2014,Junior,C. UG,Fall,0,Asian,19,4.5,,CSEE,,15,36,2.694,1.933,2.471
306178,Fall,2015,Senior,C. UG,Fall,0,Asian,20,4.5,,CSEE,,16,55.5,2.5,0,2.5
303540,Spring,2013,Sophomore,C. UG,Fall,0,White,18,4,,CSEE,,17,15,4,4,4
303540,Fall,2014,Junior,C. UG,Fall,0,White,19,4,,CSEE,,13,32,4,4,4
303540,Spring,2014,Junior,C. UG,Fall,0,White,19,4,,CSEE,,13,45,4,4,4
303540,Fall,2015,Senior,C. UG,Fall,0,White,20,4,,CSEE,,12,58,4,0,4
309193,Fall,2013,Freshman,Fresh,Fall,1,Hp./Lat.,18,3.92,,BIOS,,15,7,4,3.2,3.455
309193,Spring,2013,Freshman,C. UG,Fall,1,Hp./Lat.,18,3.92,,BIOS,MATH,15,22,3.455,3.636,3.515
309193,Fall,2014,Sophomore,C. UG,Fall,1,Hp./Lat.,19,3.92,,BIOS,,17,37,3.515,3.176,3.4
309193,Spring,2014,Sophomore,C. UG,Fall,1,Hp./Lat.,19,3.92,,BIOS,,16,53,3.4,2.75,3.242
309193,Fall,2015,Junior,C. UG,Fall,1,Hp./Lat.,20,3.92,,MATH,,14,77,3.216,0,3.216
306182,Fall,2013,Sophomore,Fresh,Fall,1,White,18,4.5,,BIOS,,13,0,0,3.333,3.333
306182,Spring,2013,Junior,C. UG,Fall,1,White,18,4.5,,BIOS,,24,14,3.333,3.75,3.636
306182,Fall,2014,Junior,C. UG,Fall,1,White,19,4.5,,BIOS,,16,34,3.636,3.769,3.674
306182,Spring,2014,Senior,C. UG,Fall,1,White,19,4.5,,BIOS,,16,48,3.674,4,3.758
306182,Fall,2015,Senior,C. UG,Fall,1,White,20,4.5,,BIOS,,17.5,64,3.758,0,3.758
306183,Fall,2013,Sophomore,Fresh,Fall,1,White,18,3.75,,CHEM,,15,7,4,4,4
306183,Spring,2013,Sophomore,C. UG,Fall,1,White,18,3.75,,CHEM,,17,22,4,3.529,3.795
306183,Fall,2014,Sophomore,C. UG,Fall,1,White,19,3.75,,CHEM,,16,39,3.795,3,3.608
306183,Spring,2014,Junior,C. UG,Fall,1,White,19,3.75,,CHEM,,16,55,3.608,2.692,3.422
306183,Fall,2015,Junior,C. UG,Fall,1,White,20,3.75,,CHEM,,15,67,3.448,0,3.448
306184,Fall,2013,Freshman,Fresh,Fall,0,White,17,3.85,,BIOS,,15,0,0,3.467,3.467
305161,Fall,2013,Freshman,Fresh,Fall,0,White,17,3.74,,CSEE,,14,0,0,3.333,3.333
305161,Spring,2013,Freshman,C. UG,Fall,0,White,18,3.74,,CSEE,,14,14,3.333,3,3.15
305161,Fall,2014,Sophomore,C. UG,Fall,0,White,18,3.74,,CSEE,,15,28,3.15,3.467,3.268
305161,Spring,2014,Sophomore,C. UG,Fall,0,White,19,3.74,,CSEE,,17,43,3.268,2.353,3
305161,Fall,2015,Junior,C. UG,Fall,0,White,19,3.74,,CSEE,,14,60,3,0,3
305162,Fall,2013,Freshman,Fresh,Fall,0,N/A,18,4.22,,CSEE,,19,0,0,4,4
305162,Spring,2013,Sophomore,C. UG,Fall,0,N/A,18,4.22,,CSEE,,17,19,4,4,4
305162,Fall,2014,Junior,C. UG,Fall,0,White,19,4.22,,CSEE,,18,36,4,3.611,3.865
305162,Spring,2014,Junior,C. UG,Fall,0,White,19,4.22,,CSEE,,17,54,3.865,3.588,3.797
305162,Fall,2015,Senior,C. UG,Fall,0,White,20,4.22,,CSEE,,19,71,3.797,0,3.797
306186,Fall,2013,Freshman,Fresh,Fall,1,Asian,18,4.3,,CHEM,,15,0,0,4,4
306186,Spring,2013,Sophomore,C. UG,Fall,1,Asian,19,4.3,,CMBE,,16,15,4,3.5,3.724
306186,Fall,2014,Junior,C. UG,Fall,1,Asian,19,4.3,,CMBE,,16,41,3.692,3.333,3.608
306186,Spring,2014,Junior,C. UG,Fall,1,Asian,20,4.3,,CMBE,,18,53,3.608,3.2,3.515
306186,Fall,2015,Senior,C. UG,Fall,1,Asian,20,4.3,,CMBE,,14,77.5,3.486,0,3.486
304782,Fall,2013,Freshman,Fresh,Fall,1,Hp./Lat.,18,4.08,,BIOS,,14,0,0,4,4
304782,Spring,2013,Sophomore,C. UG,Fall,1,Hp./Lat.,19,4.08,,BIOS,,17,14,4,4,4
304782,Fall,2014,Sophomore,C. UG,Fall,1,Hp./Lat.,19,4.08,,BIOS,,16,31,4,4,4
304782,Spring,2014,Junior,C. UG,Fall,1,Hp./Lat.,20,4.08,,BIOS,,17,47,4,3.588,3.891
304782,Fall,2015,Junior,C. UG,Fall,1,Hp./Lat.,20,4.08,,BIOS,,15,64,3.891,0,3.891
314230,Fall,2013,Freshman,Fresh,Fall,0,Asian,17,3.1,,CSEE,CSEE,14,0,0,2.5,2.5
314230,Spring,2013,Freshman,C. UG,Fall,0,Asian,17,3.1,,CSEE,CSEE,16,10,2.5,3,2.864
311813,Fall,2013,Freshman,Fresh,Fall,0,Asian,18,3.21,,CSEE,,15,3,2.5,1.714,2
311813,Spring,2013,Freshman,C. UG,Fall,0,Asian,18,3.21,,CSEE,,14,12,2,1.1,1.571
311813,Fall,2014,Sophomore,C. UG,Fall,0,Asian,19,3.21,,CSEE,,15,19,1.571,3,2.091
311813,Spring,2014,Sophomore,C. UG,Fall,0,Asian,19,3.21,,CSEE,,14,30,2.091,3.571,2.532
311813,Fall,2015,Junior,C. UG,Fall,0,Asian,20,3.21,,CSEE,,15,47,2.528,0,2.528
304951,Fall,2013,Sophomore,Fresh,Fall,0,Asian,18,4.26,,CHEM,COEIT,STEM Plan,16,0,0,2.643
304951,Spring,2013,Sophomore,C. UG,Fall,0,Asian,18,4.26,,CHEM,COEIT,STEM Plan,14,12,3.7,4
304951,Fall,2014,Junior,C. UG,Fall,0,Asian,19,4.26,,CHEM,,19,32,3.9,4,3.939
304951,Spring,2014,Junior,C. UG,Fall,0,Asian,19,4.26,,CHEM,,18,51,3.939,3.6,3.859
304951,Fall,2015,Senior,C. UG,Fall,0,Asian,20,4.26,,CHEM,,21,69,3.859,0,3.859
306195,Fall,2013,Freshman,Fresh,Fall,0,Multi,18,4.46,,CSEE,,14,0,0,4,4
306195,Spring,2013,Freshman,C. UG,Fall,0,Multi,18,4.46,,CSEE,,17,14,4,3,3.414
306195,Fall,2014,Sophomore,C. UG,Fall,0,Multi,19,4.46,,CSEE,,15,31,3.414,2.667,3.159
306195,Spring,2014,Sophomore,C. UG,Fall,0,Multi,19,4.46,,CSEE,,12.5,46,3.159,2.909,3.109
306195,Fall,2015,Junior,C. UG,Fall,0,White,20,4.46,,CSEE,,16,56.5,3.109,0,3.109
308289,Fall,2013,Freshman,Fresh,Fall,1,White,18,4.04,,BIOS,,16,0,0,4,4
308289,Spring,2013,Sophomore,C. UG,Fall,1,White,19,4.04,,BIOS,,16,16,4,4,4
308289,Fall,2014,Sophomore,C. UG,Fall,1,White,19,4.04,,BIOS,,17,32,4,4,4
308289,Spring,2014,Junior,C. UG,Fall,1,White,20,4.04,,BIOS,,17,49,4,3.824,3.955
308289,Fall,2015,Junior,C. UG,Fall,1,White,20,4.04,,BIOS,,18,66,3.955,0,3.955
